128,Amsyar Davies,21,Kedah,FTMK,2,RM1000
129,George Hall,39,Malacca,FTMK,6,RM1500
130,Sophia Walker,22,Malacca,FTMK,8,RM1000
131,Tengku Wright,22,Terengganu,FTKEK,9,RM1500
132,Muhammad Fatima,44,Terengganu,FTKEK,4,RM1000
133,Grace Wilson,40,Selangor,FPTT,7,RM1000
134,Tariq Layla,37,Johor,FTMK,6,RM1500
135,Nasir Fatima,28,Johor,FPTT,9,RM1500
136,Poppy Liyana,44,Selangor,FTMK,9,RM1000
137,Harry Zahra,28,Selangor,FPTT,3,RM500
138,Abdul Khairul,41,Malacca,FTKEK,8,RM500
139,Jacob White,38,Kedah,FTKEK,6,RM1500
140,Mahathir Singh,36,Johor,FTKEK,1,RM1000
141,Harry Brown,42,Kedah,FPTT,8,RM1500
142,Muhammad Khairul,29,Malacca,FPTT,5,RM1000
143,Nik Sabrina,24,Terengganu,FPTT,9,RM500
144,Yusuf Mariam,29,Selangor,FTKEK,9,RM500
145,Isla Zuhairy,47,Terengganu,FTMK,1,RM1500
146,Kasturi Davies,36,Malacca,FTMK,8,RM500
147,Nik Fatimah,40,Malacca,FTMK,5,RM1500
148,James Mastura,39,Selangor,FTMK,2,RM500
149,Omar Khairul,23,Kedah,FPTT,4,RM1000
150,Jack Layla,27,Johor,FTKEK,2,RM500
151,Amelia Fatimah,36,Johor,FPTT,4,RM1000
152,Jack Wright,36,Malacca,FPTT,2,RM1500
153,Abdullah Jones,43,Selangor,FTKEK,9,RM500
154,Musa Zuraidah,26,Terengganu,FTMK,6,RM1500
155,Grace Zainab,47,Kedah,FTKEK,5,RM1500
156,Jibril Williams,22,Selangor,FTMK,8,RM500
157,George Walker,48,Selangor,FPTT,3,RM1500
158,Isla Liyana,37,Terengganu,FTMK,5,RM500
159,Olivia Azlan,41,Selangor,FPTT,2,RM500
160,Muhammad Lubna,43,Selangor,FPTT,1,RM1000
161,Muhamad Haikal,41,Kedah,FTMK,6,RM1500
162,Sophia Sara,28,Malacca,FTKEK,1,RM500
163,Amelia Sabrina,26,Terengganu,FPTT,1,RM1500
164,Olivia Wilson,20,Kedah,FTMK,6,RM1500
165,Musa Ahnaf,26,Johor,FTKEK,1,RM1500
166,Idris Mastura,39,Terengganu,FPTT,2,RM1500
167,Yusuf Fatima,23,Malacca,FTMK,4,RM1000
168,Olivia Jones,29,Terengganu,FPTT,5,RM1000
169,Amelia Cooper,48,Kedah,FTMK,7,RM1000
170,Ismail Mariam,36,Kedah,FTKEK,6,RM1000
171,Abdul Edwards,41,Terengganu,FTMK,8,RM1500
172,Charlie Farida,39,Terengganu,FPTT,9,RM1500
173,Ibrahim Davies,34,Malacca,FPTT,2,RM1000
174,Poppy Walker,40,Johor,FTMK,2,RM1000
175,Ismail Layla,40,Terengganu,FTMK,4,RM1000
176,Amsyar Johnson,37,Kedah,FTKEK,7,RM500
177,Abdul Davies,43,Kedah,FPTT,6,RM500
178,Sophia Khadijah,25,Johor,FPTT,6,RM500
179,Kasturi Wright,24,Malacca,FPTT,1,RM500
180,Mia Wilson,48,Kedah,FTKEK,1,RM1500
181,Ismail Robinson,23,Terengganu,FTKEK,6,RM1500
182,Noah Cooper,38,Terengganu,FTKEK,3,RM1000
183,Ava Singh,24,Kedah,FTKEK,6,RM1000
184,Alfie Amina,31,Johor,FTKEK,5,RM500
185,Tariq Taylor,19,Johor,FTKEK,7,RM1500
186,Mahathir Syarif,19,Terengganu,FTKEK,1,RM1000
187,Tariq Azlan,22,Kedah,FTKEK,9,RM1000
188,James Murphy,45,Terengganu,FPTT,9,RM1500
189,Mustafa Walker,25,Selangor,FPTT,8,RM1000
190,James Nour,45,Kedah,FPTT,8,RM1500
191,Isabella Lubna,38,Selangor,FTKEK,2,RM1000
192,Muhammad Munira,42,Terengganu,FPTT,8,RM500
193,Harry Khairul,48,Malacca,FTMK,8,RM1500
194,Amsyar Zuraini,35,Selangor,FPTT,3,RM500
195,Freddie Zainab,24,Malacca,FTKEK,1,RM1000
196,Olivia Zahra,34,Malacca,FPTT,7,RM1000
197,George Sabrina,32,Selangor,FPTT,4,RM1500
198,Adam Thompson,48,Terengganu,FTMK,2,RM1000
199,Idris Mariam,27,Johor,FPTT,4,RM500
200,Adam Jones,29,Selangor,FTMK,8,RM500
201,Hassan Ahnaf,30,Terengganu,FTMK,3,RM1500
202,Harry Naima,37,Kedah,FTMK,5,RM1000
203,James Davies,24,Kedah,FTMK,4,RM1500
204,Khalid Murphy,35,Terengganu,FTMK,2,RM1500
205,Tengku Lewis,22,Kedah,FTKEK,1,RM1000
206,Nordin Zahra,47,Johor,FTKEK,6,RM1000
207,Amelia Azlan,42,Selangor,FTMK,4,RM1500
208,Jack Zuraini,38,Kedah,FTKEK,5,RM1500
209,Mia Patel,33,Johor,FTMK,4,RM1500
210,Raja Jones,40,Malacca,FPTT,5,RM1500
211,Sulaiman Hana,23,Kedah,FTKEK,2,RM1500
212,Alfie Safiya,26,Terengganu,FPTT,8,RM1500
213,Olivia Zuraidah,41,Malacca,FTMK,8,RM1500
214,Emily Khairul,35,Terengganu,FPTT,6,RM500
215,Adam Naima,29,Malacca,FTKEK,2,RM500
216,Idris Amina,22,Selangor,FTKEK,7,RM1500
217,Sophia Khadijah,34,Selangor,FPTT,5,RM1000
218,Ahmed Mariam,25,Terengganu,FTKEK,4,RM1000
219,Harry Najiah,48,Selangor,FTMK,3,RM1000
220,Oliver Khairul,26,Selangor,FPTT,4,RM1500
221,Noah Zuraini,39,Selangor,FTKEK,6,RM500
222,Nordin Safiya,19,Selangor,FPTT,5,RM1000
223,Jack Jones,24,Kedah,FTMK,2,RM1000
224,Hassan Edwards,48,Terengganu,FTMK,2,RM1500
225,Hamza Farida,45,Selangor,FTKEK,5,RM1500
226,Nordin Hall,39,Malacca,FPTT,5,RM1500
227,Jacob Khairul,46,Malacca,FPTT,8,RM1500
228,Isla Fatimah,35,Malacca,FTMK,8,RM500
229,Jack Ahnaf,40,Terengganu,FPTT,5,RM500
230,Adam Hana,29,Selangor,FTMK,1,RM500
231,Isla Haziq,46,Johor,FTMK,8,RM1000
232,Bilal Syerina,20,Terengganu,FPTT,5,RM1500
233,Nasir Farida,33,Kedah,FTMK,8,RM1000
234,Jacob Zainab,31,Terengganu,FPTT,4,RM1500
235,Idris Zuraidah,47,Johor,FTKEK,7,RM500
236,Isla Nour,33,Terengganu,FTKEK,5,RM1500
237,Muhammad Brown,25,Malacca,FPTT,7,RM1500
238,Omar Singh,19,Malacca,FPTT,7,RM1500
239,Olivia Mastura,31,Selangor,FTMK,7,RM1000
240,Abdullah Brown,24,Selangor,FTKEK,2,RM1500
241,Zayd Yasmin,44,Malacca,FPTT,6,RM1000
242,Noah Edwards,32,Kedah,FPTT,8,RM1000
243,Abdul Cooper,19,Malacca,FPTT,3,RM1000
244,Oscar Cooper,24,Terengganu,FTKEK,2,RM500
245,Poppy Haziq,41,Terengganu,FPTT,4,RM500
246,Sophia Naima,24,Selangor,FTMK,8,RM1500
247,Kasturi Farida,45,Selangor,FTMK,6,RM1500
248,Ibrahim Hana,33,Malacca,FTMK,2,RM1500
249,Adam Jones,19,Johor,FTMK,6,RM1000
250,Harry Fatima,25,Johor,FTMK,9,RM500
251,Emily Thompson,45,Malacca,FTMK,3,RM500
252,Adam Patel,19,Selangor,FTKEK,3,RM500
253,Musa Safiya,40,Terengganu,FTMK,9,RM500
254,Amsyar Aisha,40,Terengganu,FPTT,4,RM500
255,Harry Liyana,48,Kedah,FTKEK,5,RM500
256,Anwar Masyitah,21,Selangor,FTMK,6,RM500
257,Olivia Zahra,22,Kedah,FTMK,8,RM1500
258,Mia Naima,23,Kedah,FTKEK,3,RM1000
259,Olivia Williams,34,Selangor,FTKEK,6,RM1000
260,Ibrahim Haziq,45,Malacca,FPTT,1,RM1500
261,Oliver Syerina,43,Johor,FPTT,1,RM1500
262,Grace Walker,37,Kedah,FPTT,4,RM1000
263,Ismail Nour,34,Terengganu,FPTT,5,RM1000
264,Harry Wilson,21,Selangor,FTMK,8,RM1500
265,Grace Farida,19,Kedah,FTMK,9,RM500
266,Kasturi Walker,29,Kedah,FTKEK,4,RM1500
267,Grace Davies,42,Terengganu,FTMK,1,RM1000
268,Grace Johnson,23,Malacca,FTKEK,1,RM500
269,Hamza Smith,34,Selangor,FTKEK,3,RM500
270,Isla Walker,41,Terengganu,FTMK,6,RM500
271,Mahathir Fatima,27,Kedah,FPTT,2,RM1500
272,Tariq Lubna,47,Selangor,FTKEK,4,RM1000
273,Isla Hall,47,Kedah,FTKEK,3,RM1500
274,Khalid Williams,21,Kedah,FPTT,3,RM500
275,Freddie Evans,22,Malacca,FTMK,3,RM1000
276,Sulaiman Cooper,28,Selangor,FPTT,6,RM1500
277,Anwar Azlan,30,Terengganu,FTKEK,7,RM1000
278,Sophia Johnson,46,Malacca,FTKEK,1,RM1500
279,Tariq Sabrina,32,Malacca,FPTT,3,RM1500
280,Freddie Naima,47,Malacca,FTKEK,3,RM1500
281,Bilal Hana,43,Johor,FTKEK,3,RM1500
282,Yusuf Yasmin,45,Johor,FTKEK,7,RM1000
283,Ava Green,36,Malacca,FTMK,6,RM1500
284,George Asraf,21,Malacca,FPTT,5,RM1500
285,Idris Masyitah,46,Selangor,FTMK,1,RM1500
286,Yusuf Taylor,34,Malacca,FPTT,5,RM500
287,Ali Patel,40,Selangor,FTMK,3,RM1000
288,Amsyar Asraf,31,Malacca,FTMK,8,RM1000
289,Yusuf Williams,39,Selangor,FPTT,7,RM1000
290,Ali Hall,43,Terengganu,FTKEK,6,RM1500
291,Nik Wilson,28,Terengganu,FTMK,8,RM1500
292,Olivia Johnson,25,Malacca,FTKEK,6,RM1000
293,Olivia Ahnaf,20,Malacca,FTMK,1,RM1000
294,Ava Walker,31,Malacca,FTKEK,2,RM1000
295,George Wilson,36,Malacca,FTMK,3,RM1000
296,Wan Haikal,45,Kedah,FTKEK,8,RM1000
297,Sulaiman Khadijah,33,Kedah,FTKEK,3,RM500
298,Ismail Fatima,26,Malacca,FPTT,3,RM1500
299,Idris Patel,32,Terengganu,FTKEK,3,RM1500
300,Jack Huda,40,Kedah,FTKEK,1,RM500
301,Najib Brown,37,Terengganu,FPTT,7,RM1000
302,Sophia Patel,37,Kedah,FTMK,9,RM1000
303,Oscar Haikal,40,Terengganu,FTKEK,3,RM1500
304,Ismail Evans,43,Kedah,FTMK,4,RM500
305,Olivia Yasmin,22,Kedah,FPTT,3,RM500
306,Alfie Ahnaf,31,Malacca,FPTT,9,RM500
307,Emily Jones,23,Terengganu,FPTT,7,RM500
308,George Lewis,33,Malacca,FPTT,2,RM500
309,Emily Johnson,29,Malacca,FTMK,6,RM500
310,Nordin Sabrina,19,Terengganu,FPTT,6,RM500
311,Nordin Azlan,45,Malacca,FPTT,4,RM1500
312,Tariq Fatima,22,Malacca,FTKEK,4,RM1000
313,Idris Sabrina,26,Kedah,FTKEK,2,RM1000
314,Khalid Zuraidah,42,Terengganu,FTKEK,9,RM1500
315,Poppy Khairul,20,Johor,FTMK,1,RM1500
316,Isla Zuraini,22,Terengganu,FTKEK,4,RM500
317,Tengku Taylor,47,Johor,FPTT,9,RM1000
318,Grace Ahnaf,20,Malacca,FTKEK,5,RM500
319,Amelia Huda,27,Kedah,FTKEK,9,RM1000
320,Amelia Masyitah,29,Malacca,FPTT,5,RM1000
321,Olivia Jones,34,Kedah,FPTT,9,RM1000
322,Omar Liyana,20,Johor,FTKEK,7,RM1000
323,George Lewis,30,Malacca,FPTT,9,RM500
324,Ava Robinson,33,Kedah,FPTT,8,RM1000
325,Noah Asraf,29,Johor,FTKEK,3,RM1500
326,Bilal Wilson,20,Selangor,FTMK,8,RM1000
327,Sophie Hana,32,Kedah,FPTT,9,RM500
328,Najib Williams,44,Malacca,FTKEK,2,RM500
329,Ibrahim Walker,28,Malacca,FPTT,9,RM500
330,Amsyar Mariam,19,Malacca,FTMK,1,RM500
331,Khalid Singh,21,Terengganu,FPTT,5,RM1000
332,Noah Jones,21,Selangor,FTKEK,8,RM1500
333,Amelia Brown,33,Johor,FTKEK,4,RM500
334,Bilal Aisha,27,Johor,FTMK,8,RM500
335,Jibril Lubna,22,Terengganu,FTKEK,1,RM1500
336,Zayd Masyitah,38,Malacca,FTKEK,5,RM1000
337,Musa Azlan,43,Malacca,FTMK,5,RM500
338,Najib Huda,33,Selangor,FTKEK,2,RM500
339,Jacob Hall,43,Kedah,FTKEK,5,RM1500
340,Ali Sabrina,40,Johor,FTKEK,7,RM1000
341,Oscar Huda,35,Terengganu,FPTT,1,RM1000
342,Olivia Smith,34,Kedah,FTMK,7,RM1000
343,Jibril Hall,40,Selangor,FTMK,5,RM1000
344,Sulaiman Sara,36,Malacca,FTMK,6,RM1000
345,Zayd Wright,31,Malacca,FPTT,1,RM1500
346,Adam Sabrina,20,Terengganu,FTKEK,5,RM500
347,Muhamad Naima,46,Johor,FPTT,2,RM1000
348,Tengku Liyana,38,Terengganu,FTMK,5,RM500
349,Ali Safiya,40,Johor,FTKEK,3,RM1500
350,Oliver Wright,22,Selangor,FTMK,5,RM1500
351,Charlie Thompson,19,Selangor,FTKEK,6,RM1500
352,Kasturi Walker,35,Terengganu,FTKEK,9,RM1500
353,Zayd Yasmin,32,Johor,FTMK,1,RM500
354,Jibril Nour,27,Malacca,FTKEK,3,RM1500
355,Mahathir Khairul,20,Johor,FTMK,7,RM500
356,Alfie Davies,42,Kedah,FTKEK,6,RM1000
357,Amelia White,43,Kedah,FPTT,3,RM500
358,Olivia Yasmin,48,Johor,FPTT,5,RM1000
359,Jibril Patel,23,Terengganu,FPTT,6,RM500
360,Mustafa Zuraidah,30,Malacca,FTMK,3,RM1500
361,Jacob Zuraini,46,Johor,FTKEK,4,RM1500
362,Oscar Green,34,Selangor,FPTT,1,RM500
363,Noah Patel,48,Malacca,FTKEK,5,RM1000
364,Sophia Hall,26,Kedah,FTMK,9,RM1500
365,Muhamad Green,29,Johor,FTMK,9,RM500
366,Muhammad Wright,39,Selangor,FTKEK,7,RM1000
367,Najib Green,35,Kedah,FTKEK,1,RM500
368,Tengku Taylor,41,Malacca,FTKEK,8,RM1000
369,Jacob Smith,40,Terengganu,FPTT,8,RM1500
370,Yusuf Zuraidah,43,Johor,FTMK,1,RM1500
371,Wan Hall,46,Kedah,FPTT,3,RM1000
372,Idris Lewis,31,Kedah,FTKEK,6,RM1000
373,Harry Mastura,38,Selangor,FTKEK,5,RM1000
374,Alfie Lubna,40,Selangor,FPTT,3,RM500
375,Hassan Cooper,28,Malacca,FPTT,1,RM1000
376,Olivia Sumayyah,37,Kedah,FTKEK,6,RM1500
377,Grace Syerina,35,Kedah,FPTT,6,RM1000
378,Amsyar Mariam,37,Johor,FPTT,5,RM1500
379,Mahathir Singh,22,Kedah,FTMK,2,RM500
380,Abdullah Sabrina,33,Terengganu,FTMK,2,RM1500
381,George Zuraidah,29,Johor,FTKEK,7,RM500
382,Hamza Naima,31,Kedah,FTKEK,6,RM1500
383,Ismail White,22,Terengganu,FTKEK,8,RM500
384,Abdul Najiah,34,Kedah,FTKEK,4,RM1000
385,Oliver Haikal,37,Johor,FTKEK,3,RM500
386,Zayd Farida,46,Selangor,FTKEK,3,RM1000
387,Ali Murphy,23,Malacca,FPTT,5,RM1000
388,Emily Evans,30,Kedah,FTMK,5,RM500
389,Omar Azlan,27,Johor,FTMK,9,RM1000
390,Isla Walker,32,Malacca,FPTT,9,RM1500
391,Abdullah Robinson,31,Selangor,FTMK,2,RM1500
392,Kasturi Zuraidah,41,Johor,FTMK,2,RM1000
393,James Azlan,40,Malacca,FPTT,2,RM500
394,Olivia Zuraidah,22,Selangor,FPTT,1,RM500
395,Idris Singh,39,Johor,FTKEK,5,RM1000
396,Charlie Zainab,19,Terengganu,FTMK,9,RM1500
397,Idris Wright,29,Terengganu,FTKEK,3,RM500
398,Amsyar Najiah,39,Johor,FTKEK,4,RM1500
399,Anwar Fatimah,40,Terengganu,FPTT,6,RM500
400,Jacob Smith,42,Terengganu,FTMK,2,RM1000
401,Jibril Zuhairy,21,Kedah,FTMK,1,RM500
402,George Lewis,46,Johor,FTKEK,7,RM500
403,Raja Cooper,32,Malacca,FPTT,2,RM1500
404,Mahathir Sabrina,26,Terengganu,FPTT,1,RM500
405,Jack Haikal,42,Malacca,FTMK,5,RM1000
406,George Zuraini,40,Terengganu,FTMK,5,RM1000
407,Zayd Khadijah,45,Selangor,FTKEK,5,RM500
408,Olivia Zuraidah,39,Malacca,FPTT,7,RM1500
409,Adam Davies,46,Johor,FPTT,9,RM500
410,Nordin Zuraidah,34,Johor,FTKEK,3,RM1000
411,George Haikal,36,Kedah,FTKEK,5,RM500
412,Sulaiman Haikal,21,Malacca,FTKEK,6,RM1000
413,Nasir Zuhairy,34,Johor,FPTT,6,RM1000
414,George Edwards,27,Kedah,FTMK,1,RM500
415,Idris Nour,39,Johor,FTKEK,7,RM500
416,Harry Lubna,22,Malacca,FTMK,1,RM1500
417,Isabella Green,45,Selangor,FTMK,7,RM1000
418,George Munira,21,Johor,FPTT,5,RM1000
419,Oscar Fatima,48,Terengganu,FTMK,9,RM1500
420,Jack Green,35,Kedah,FTMK,5,RM500
421,Tengku Lubna,41,Malacca,FTKEK,6,RM1000
422,Rashid Sabrina,46,Selangor,FTKEK,3,RM500
423,Khalid Edwards,36,Terengganu,FTMK,6,RM500
424,Amelia Munira,41,Johor,FTMK,3,RM500
425,Olivia Zuraidah,21,Terengganu,FTMK,2,RM1000
426,Zayd Murphy,31,Johor,FTKEK,5,RM1000
427,Harry Sara,48,Johor,FPTT,7,RM500
428,Isla Liyana,34,Terengganu,FTMK,7,RM500
429,Freddie Liyana,41,Kedah,FPTT,7,RM500
430,Hassan Patel,28,Selangor,FTMK,3,RM1500
431,Mahathir Robinson,29,Kedah,FTMK,9,RM1500
432,Zayd Robinson,19,Terengganu,FPTT,8,RM500
433,Nasir Khadijah,44,Kedah,FPTT,7,RM500
434,Nik Murphy,45,Johor,FPTT,2,RM1500
435,Zayd Walker,35,Kedah,FTMK,7,RM1000
436,Khalid Smith,20,Johor,FTKEK,5,RM1000
437,Raja Taylor,37,Malacca,FTMK,2,RM1500
438,Ismail Masyitah,27,Selangor,FTKEK,9,RM1500
439,Grace Haikal,43,Terengganu,FPTT,4,RM1500
440,Abdullah Smith,33,Terengganu,FTMK,9,RM1500
441,Nasir Amina,35,Kedah,FTKEK,2,RM1500
442,Poppy Patel,26,Terengganu,FTMK,1,RM1500
443,Amelia Jones,26,Terengganu,FTMK,3,RM1000
444,Ismail Wilson,22,Malacca,FTMK,2,RM500
445,Harry Sara,42,Selangor,FTMK,1,RM1500
446,Poppy Johnson,45,Kedah,FTKEK,5,RM1000
447,Isabella Khairul,36,Johor,FTMK,9,RM500
448,George Brown,26,Terengganu,FTKEK,4,RM1500
449,Amelia Sumayyah,29,Johor,FTKEK,4,RM1500
450,Charlie Farida,27,Malacca,FTKEK,8,RM1000
451,Muhammad Evans,20,Selangor,FPTT,5,RM500
452,Oscar Huda,32,Johor,FPTT,6,RM1000
453,Tengku Taylor,43,Selangor,FPTT,8,RM1000
454,Ali Zainab,33,Malacca,FTMK,3,RM1000
455,Ismail Wilson,45,Selangor,FTMK,1,RM500
456,Mia Jones,43,Malacca,FTMK,2,RM1500
457,Abdullah Mastura,21,Johor,FTMK,5,RM500
458,Ava Davies,31,Kedah,FTMK,9,RM1500
459,Hamza Singh,48,Malacca,FPTT,1,RM500
460,Oscar Walker,39,Johor,FTKEK,3,RM1500
461,Nik Sabrina,46,Terengganu,FTMK,6,RM500
462,Adam Naima,26,Selangor,FPTT,8,RM1000
463,Emily Smith,24,Terengganu,FTKEK,7,RM1500
464,Amsyar Syarif,48,Selangor,FPTT,1,RM1500
465,Ibrahim Murphy,35,Terengganu,FTKEK,6,RM1500
466,Amsyar Najiah,33,Selangor,FTKEK,3,RM1500
467,Mustafa Khairul,34,Johor,FPTT,9,RM1000
468,Oscar Taylor,28,Selangor,FTKEK,8,RM1500
469,Oliver Evans,21,Kedah,FPTT,4,RM1500
470,Muhamad Edwards,20,Kedah,FTKEK,6,RM500
471,Abdullah Lubna,21,Malacca,FTMK,1,RM1000
472,Isabella Naima,34,Johor,FTKEK,8,RM1500
473,Sulaiman White,36,Johor,FTMK,9,RM1500
474,Isabella Murphy,31,Terengganu,FTMK,1,RM1000
475,Mustafa Zuraidah,43,Kedah,FTMK,2,RM1500
476,Anwar Haziq,24,Selangor,FTMK,3,RM1000
477,Freddie Lewis,34,Kedah,FTKEK,7,RM1500
